,SNR,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,cluster_id,spatial_id,mSNR,mSlope,mSlopeSmooth,lpix_rms,mpix_rms,num_samps,centl,centm,num_spatial,PSR_name,PSR_sep,RACS_name,RACS_sep,NEW_name,NEW_sep
3,16.7,10,26,1,103,77,0,522,103,1.4239,60424.607890311,296.241,193.36867,-64.38257,3,-1,1.0,0.0,0.0,0.888,0.455,98,10.52,25.76,1,,,,,,
4,19.1,11,26,0,187,77,0,597,187,2.5851,60424.607903751,296.241,193.35872,-64.38268,4,-1,1.0,0.0,0.0,0.863,0.477,105,10.59,25.66,1,,,,,,
5,11.8,10,25,0,131,78,0,371,131,1.8109,60424.607894791,300.088,193.36885,-64.38684,5,-1,1.0,0.0,0.0,0.806,0.509,24,10.29,25.46,1,,,,,,
6,12.6,10,25,0,159,77,0,394,159,2.198,60424.607899271,296.241,193.36885,-64.38684,6,-1,1.0,0.0,0.0,0.844,0.487,44,10.59,25.64,1,,,,,,
7,6.4,10,25,1,46,74,0,199,46,0.6359,60424.607881191,284.699,193.36885,-64.38684,7,-1,1.0,0.0,0.0,0.548,0.548,6,10.5,25.5,1,,,,,,
8,6.9,10,25,0,243,77,0,217,243,3.3592,60424.607912711,296.241,193.36885,-64.38684,8,-1,1.0,0.0,0.0,0.0,0.0,4,10.0,25.0,1,,,,,,
9,7.9,10,25,3,135,81,0,248,135,1.8662,60424.607895431,311.63,193.36885,-64.38684,9,-1,1.0,0.0,0.0,0.515,0.289,12,10.42,25.08,1,,,,,,
11,19.7,10,26,1,156,77,1,616,412,5.6955,60424.607939751,296.241,193.36867,-64.38257,11,-1,1.0,0.0,0.0,0.917,0.451,139,10.42,25.72,1,,,,,,
12,17.8,10,25,1,16,77,1,556,272,3.7601,60424.607917351,296.241,193.36885,-64.38684,12,-1,1.0,0.0,0.0,0.817,0.395,105,10.29,25.19,1,,,,,,
13,14.2,10,26,1,128,77,1,445,384,5.3084,60424.607935271,296.241,193.36867,-64.38257,13,-1,1.0,0.0,0.0,0.68,0.422,62,10.35,25.77,1,,,,,,
14,12.4,10,25,1,72,77,1,388,328,4.5343,60424.607926311,296.241,193.36885,-64.38684,14,-1,1.0,0.0,0.0,0.747,0.423,53,10.02,25.23,1,,,,,,
15,13.1,10,26,0,184,77,1,411,440,6.0826,60424.607944231,296.241,193.36867,-64.38257,15,-1,1.0,0.0,0.0,0.834,0.44,51,10.49,25.75,1,,,,,,
16,14.2,10,25,0,212,77,1,446,468,6.4696,60424.607948711,296.241,193.36885,-64.38684,16,-1,1.0,0.0,0.0,0.667,0.334,56,10.25,25.12,1,,,,,,
17,8.8,10,25,1,44,78,1,277,300,4.1472,60424.607921831,300.088,193.36885,-64.38684,17,-1,1.0,0.0,0.0,0.704,0.507,15,9.93,25.4,1,,,,,,
22,6.2,108,187,7,172,244,1,194,428,5.9167,60424.607942311,938.738,192.3893,-63.69779,22,-1,1.0,0.0,0.0,0.0,0.0,3,108.0,187.0,1,,,,,,
24,7.2,79,185,1,73,252,1,227,329,4.5481,60424.607926471,969.516,192.67068,-63.70551,24,-1,1.0,0.0,0.0,0.48,0.277,13,78.69,185.08,1,,,,,,
25,21.3,10,26,0,9,77,3,667,777,10.7412,60424.607998151,296.241,193.36867,-64.38257,25,-1,1.0,0.0,0.0,0.796,0.47,132,10.48,25.67,1,,,,,,
28,16.4,10,26,0,237,77,2,512,749,10.3542,60424.607993671,296.241,193.36867,-64.38257,28,-1,1.0,0.0,0.0,0.979,0.331,81,10.36,25.88,1,,,,,,
29,9.0,11,25,0,209,77,2,283,721,9.9671,60424.607989191,296.241,193.3589,-64.38695,29,-1,1.0,0.0,0.0,0.522,0.522,12,10.5,25.5,1,,,,,,
30,10.6,11,26,1,125,77,2,331,637,8.8059,60424.607975751,296.241,193.35872,-64.38268,30,-1,1.0,0.0,0.0,0.641,0.0,27,10.44,26.0,1,,,,,,
31,7.3,10,25,1,153,76,2,228,665,9.193,60424.607980231,292.394,193.36885,-64.38684,31,-1,1.0,0.0,0.0,0.0,0.577,3,10.0,25.33,1,,,,,,
32,7.2,11,26,0,181,77,2,224,693,9.58,60424.607984711,296.241,193.35872,-64.38268,32,-1,1.0,0.0,0.0,0.548,0.516,6,10.5,25.67,1,,,,,,
33,6.7,123,94,1,50,223,2,210,562,7.7691,60424.607963751,857.945,192.24446,-64.09785,33,-1,1.0,0.0,0.0,0.577,0.0,3,123.33,94.0,1,,,,,,
35,6.3,194,145,6,169,234,2,198,681,9.4141,60424.607982791,900.265,191.55127,-63.87687,35,-1,1.0,0.0,0.0,0.0,0.577,3,194.0,145.33,1,,,,,,
36,6.1,17,7,6,189,244,2,191,701,9.6906,60424.607985991,938.738,193.30244,-64.46442,36,-1,1.0,0.0,0.0,0.0,0.0,4,17.0,7.0,1,,,,,,
37,6.5,152,163,1,247,245,2,203,759,10.4924,60424.607995271,942.585,191.96172,-63.80111,37,-1,1.0,0.0,0.0,0.0,0.0,3,152.0,163.0,1,,,,,,
40,15.6,10,25,1,66,77,3,489,834,11.5292,60424.608007271,296.241,193.36885,-64.38684,41,-1,1.0,0.0,0.0,0.762,0.503,73,10.32,25.52,1,,,,,,
41,12.7,10,25,1,94,77,3,398,862,11.9163,60424.608011751,296.241,193.36885,-64.38684,42,-1,1.0,0.0,0.0,0.865,0.423,53,10.42,25.23,1,,,,,,
42,12.8,10,26,0,178,78,3,402,946,13.0775,60424.608025191,300.088,193.36867,-64.38257,43,-1,1.0,0.0,0.0,0.804,0.471,26,10.38,25.69,1,,,,,,
43,10.6,10,26,0,122,78,3,333,890,12.3034,60424.608016231,300.088,193.36867,-64.38257,44,-1,1.0,0.0,0.0,0.669,0.301,21,10.38,25.9,1,,,,,,
44,11.6,10,25,0,150,78,3,363,918,12.6904,60424.608020711,300.088,193.36885,-64.38684,45,-1,1.0,0.0,0.0,0.678,0.504,28,10.36,25.43,1,,,,,,
45,11.0,11,26,0,37,77,3,343,805,11.1283,60424.608002631,296.241,193.35872,-64.38268,46,-1,1.0,0.0,0.0,0.651,0.389,12,10.67,25.83,1,,,,,,
46,7.1,11,26,0,206,77,3,223,974,13.4646,60424.608029671,296.241,193.35872,-64.38268,47,-1,1.0,0.0,0.0,0.577,0.0,3,10.33,26.0,1,,,,,,
57,17.7,10,26,1,63,77,4,554,1087,15.0267,60424.608047751,296.241,193.36867,-64.38257,58,-1,1.0,0.0,0.0,0.924,0.485,108,10.07,25.63,1,,,,,,
58,13.3,10,25,0,34,77,4,415,1058,14.6258,60424.608043111,296.241,193.36885,-64.38684,59,-1,1.0,0.0,0.0,0.836,0.431,34,10.29,25.24,1,,,,,,
59,12.7,11,26,1,175,77,4,397,1199,16.575,60424.608065671,296.241,193.35872,-64.38268,60,-1,1.0,0.0,0.0,0.823,0.395,53,10.51,25.81,1,,,,,,
60,15.0,10,26,0,6,77,4,471,1030,14.2387,60424.608038631,296.241,193.36867,-64.38257,61,-1,1.0,0.0,0.0,0.867,0.315,46,10.22,25.89,1,,,,,,
61,12.1,10,26,1,147,77,4,378,1171,16.1879,60424.608061191,296.241,193.36867,-64.38257,62,-1,1.0,0.0,0.0,0.799,0.384,29,10.07,25.83,1,,,,,,
62,11.2,10,25,0,231,77,4,351,1255,17.3491,60424.608074631,296.241,193.36885,-64.38684,63,-1,1.0,0.0,0.0,0.728,0.501,29,10.38,25.41,1,,,,,,
63,10.4,10,26,1,91,77,4,325,1115,15.4138,60424.608052231,296.241,193.36867,-64.38257,64,-1,1.0,0.0,0.0,0.608,0.0,18,10.39,26.0,1,,,,,,
64,7.8,11,25,1,119,77,4,244,1143,15.8008,60424.608056711,296.241,193.3589,-64.38695,65,-1,1.0,0.0,0.0,0.492,0.0,12,10.67,25.0,1,,,,,,
65,10.3,10,25,0,203,77,4,322,1227,16.962,60424.608070151,296.241,193.36885,-64.38684,66,-1,1.0,0.0,0.0,0.883,0.493,17,10.82,25.65,1,,,,,,
67,6.7,136,163,2,219,244,4,209,1243,17.1832,60424.608072711,938.738,192.11742,-63.80135,68,-1,1.0,0.0,0.0,0.0,0.0,6,136.0,163.0,1,,,,,,
72,17.4,10,25,0,87,77,5,545,1367,18.8974,60424.608092551,296.241,193.36885,-64.38684,73,-1,1.0,0.0,0.0,0.827,0.435,112,10.54,25.75,1,,,,,,
73,13.9,10,25,0,0,77,6,435,1536,21.2337,60424.608119591,296.241,193.36885,-64.38684,75,-1,1.0,0.0,0.0,0.792,0.454,50,10.16,25.72,1,,,,,,
76,6.5,209,133,6,67,231,5,203,1347,18.6209,60424.608089351,888.723,191.40349,-63.92746,78,-1,1.0,0.0,0.0,0.0,0.0,9,209.0,133.0,1,,,,,,
78,6.5,146,153,7,214,245,5,202,1494,20.6531,60424.608112871,942.585,192.01982,-63.84427,80,-1,1.0,0.0,0.0,0.0,0.0,3,146.0,153.0,1,,,,,,
84,18.6,10,25,1,85,77,6,581,1621,22.4087,60424.608133191,296.241,193.36885,-64.38684,86,-1,1.0,0.0,0.0,0.972,0.333,119,10.55,25.13,1,,,,,,
85,13.9,10,25,1,113,77,6,435,1649,22.7958,60424.608137671,296.241,193.36885,-64.38684,87,-1,1.0,0.0,0.0,0.808,0.391,65,10.42,25.82,1,,,,,,
87,15.7,10,25,0,28,77,6,492,1564,21.6207,60424.608124071,296.241,193.36885,-64.38684,89,-1,1.0,0.0,0.0,0.76,0.364,71,10.37,25.85,1,,,,,,
88,18.2,10,25,0,56,77,6,570,1592,22.0078,60424.608128551,296.241,193.36885,-64.38684,90,-1,1.0,0.0,0.0,0.888,0.478,53,10.43,25.66,1,,,,,,
89,8.5,10,26,1,225,77,6,265,1761,24.3441,60424.608155591,296.241,193.36867,-64.38257,91,-1,1.0,0.0,0.0,0.505,0.0,11,10.36,26.0,1,,,,,,
90,7.8,10,26,0,196,76,6,243,1732,23.9432,60424.608150951,292.394,193.36867,-64.38257,92,-1,1.0,0.0,0.0,0.527,0.333,9,10.56,25.89,1,,,,,,
91,6.9,11,26,0,253,78,6,216,1789,24.7311,60424.608160071,300.088,193.35872,-64.38268,93,-1,1.0,0.0,0.0,0.548,0.0,5,10.6,26.0,1,,,,,,
94,6.6,29,12,4,124,212,6,206,1660,22.9478,60424.608139431,815.625,193.18199,-64.44424,96,-1,1.0,0.0,0.0,0.0,0.0,5,29.0,12.0,1,,,,,,
95,6.5,213,58,0,241,245,6,202,1777,24.5652,60424.608158151,942.585,191.35487,-64.24882,97,-1,1.0,0.0,0.0,0.0,0.0,5,213.0,58.0,1,,,,,,
99,8.2,11,25,0,222,77,7,256,2014,27.8415,60424.608196071,296.241,193.3589,-64.38695,101,-1,1.0,0.0,0.0,0.519,0.519,13,10.46,25.46,1,,,,,,
100,8.3,10,26,0,250,77,7,260,2042,28.2286,60424.608200551,296.241,193.36867,-64.38257,102,-1,1.0,0.0,0.0,0.535,0.463,8,10.5,25.25,1,,,,,,
111,14.3,10,25,1,191,77,8,447,2239,30.9519,60424.608232071,296.241,193.36885,-64.38684,113,-1,1.0,0.0,0.0,0.824,0.497,67,10.33,25.42,1,,,,,,
112,15.2,10,25,0,78,77,8,477,2126,29.3898,60424.608213991,296.241,193.36885,-64.38684,114,-1,1.0,0.0,0.0,0.946,0.412,75,10.41,25.21,1,,,,,,
113,10.1,10,25,1,247,77,8,315,2295,31.7261,60424.608241031,296.241,193.36885,-64.38684,115,-1,1.0,0.0,0.0,0.586,0.3,41,10.39,25.1,1,,,,,,
114,9.8,10,25,0,22,77,8,306,2070,28.6157,60424.608205031,296.241,193.36885,-64.38684,116,-1,1.0,0.0,0.0,0.652,0.504,26,10.23,25.42,1,,,,,,
115,12.3,10,25,0,50,77,8,385,2098,29.0028,60424.608209511,296.241,193.36885,-64.38684,117,-1,1.0,0.0,0.0,0.884,0.43,26,10.31,25.23,1,,,,,,
116,11.1,10,25,1,107,78,8,347,2155,29.7907,60424.608218631,300.088,193.36885,-64.38684,118,-1,1.0,0.0,0.0,0.721,0.482,24,10.21,25.33,1,,,,,,
117,11.0,10,25,1,219,77,8,343,2267,31.339,60424.608236551,296.241,193.36885,-64.38684,119,-1,1.0,0.0,0.0,0.774,0.213,22,10.14,24.95,1,,,,,,
118,6.9,10,25,1,135,77,8,215,2183,30.1778,60424.608223111,296.241,193.36885,-64.38684,120,-1,1.0,0.0,0.0,0.577,0.5,4,10.5,25.25,1,,,,,,
