,snr,lpix,mpix,boxc_width,time,dm,iblk,rawsn,total_sample,obstime_sec,mjd,dm_pccm3,ra_deg,dec_deg,total_sample_middle,cluster_id,spatial_id,mSNR,mSlope,mSlopeSmooth,lpix_rms,mpix_rms,num_samps,centl,centm,num_spatial,PSR_name,PSR_sep,RACS_name,RACS_sep,NEW_name,NEW_sep,ALIAS_name,ALIAS_sep
875,10.2,10,25,1,169,77,79,318,20393,281.9128,60424.611136711,296.241,193.36867,-64.38684,20353.789024353027,898,-1,1.0,0.0,0.0,0.673,0.384,29,10.1,25.17,1,,,,,,,J1243-6423,11.951546912640291
876,7.7,10,25,1,78,77,81,240,20814,287.7327,60424.611204071,296.241,193.36867,-64.38684,20774.789024353027,899,-1,1.0,0.0,0.0,0.352,0.414,15,10.13,25.2,1,,,,,,,J1243-6423,11.951546912640291
877,8.9,10,25,0,22,78,81,279,20758,286.9586,60424.611195111,300.088,193.36867,-64.38684,20718.279830932617,900,-1,1.0,0.0,0.0,0.626,0.0,23,10.13,25.0,1,,,,,,,J1243-6423,11.951546912640291
878,12.2,10,25,0,159,77,82,382,21151,292.3914,60424.611257991,296.241,193.36862,-64.38684,21111.789024353027,901,-1,1.0,0.0,0.0,0.715,0.366,108,10.11,25.16,1,,,,,,,J1243-6423,11.925368556224937
880,8.6,10,25,0,12,75,84,269,21516,297.4372,60424.611316391,288.546,193.36862,-64.38684,21477.807552337646,903,-1,1.0,0.0,0.0,0.51,0.368,26,10.5,25.85,1,,,,,,,J1243-6423,11.925368556224937
881,9.3,10,26,1,41,78,84,290,21545,297.8381,60424.611321031,300.088,193.36844,-64.38257,21505.279830932617,904,-1,1.0,0.0,0.0,0.587,0.0,20,10.35,26.0,1,,,,,,,J1243-6423,26.89473231328755
882,6.7,10,26,1,69,77,84,210,21573,298.2252,60424.611325511,296.241,193.36844,-64.38257,21533.789024353027,905,-1,1.0,0.0,0.0,0.516,0.516,6,10.33,25.67,1,,,,,,,J1243-6423,26.89473231328755
883,12.6,10,25,0,122,77,85,393,21882,302.4968,60424.611374951,296.241,193.36862,-64.38684,21842.789024353027,906,-1,1.0,0.0,0.0,0.74,0.502,33,10.21,25.42,1,,,,,,,J1243-6423,11.925368556224937
884,7.9,10,26,0,93,75,85,246,21853,302.0959,60424.611370311,288.546,193.36844,-64.38257,21814.807552337646,907,-1,1.0,0.0,0.0,0.522,0.0,12,10.5,26.0,1,,,,,,,J1243-6423,26.89473231328755
887,7.3,11,26,1,88,77,87,229,22360,309.1046,60424.611451431,296.241,193.3585,-64.38268,22320.789024353027,910,-1,1.0,0.0,0.0,0.514,0.363,14,10.43,25.86,1,,,,,,,J1243-6423,28.217590888184322
890,6.6,10,26,1,56,76,88,206,22584,312.2012,60424.611487271,292.394,193.36844,-64.38257,22545.298217773438,913,-1,1.0,0.0,0.0,0.0,0.0,5,10.0,26.0,1,,,,,,,J1243-6423,26.89473231328755
891,10.4,10,26,1,82,78,89,325,22866,316.0996,60424.611532391,300.088,193.36844,-64.38257,22826.279830932617,914,-1,1.0,0.0,0.0,0.724,0.18,31,10.48,25.97,1,,,,,,,J1243-6423,26.89473231328755
892,8.5,10,25,0,166,78,89,266,22950,317.2608,60424.611545831,300.088,193.36862,-64.38684,22910.279830932617,915,-1,1.0,0.0,0.0,0.516,0.512,16,10.5,25.56,1,,,,,,,J1243-6423,11.925368556224937
893,7.5,10,26,0,250,78,89,234,23034,318.422,60424.611559271,300.088,193.36844,-64.38257,22994.279830932617,916,-1,1.0,0.0,0.0,0.519,0.0,13,10.46,26.0,1,,,,,,,J1243-6423,26.89473231328755
894,8.1,10,25,1,138,77,89,254,22922,316.8737,60424.611541351,296.241,193.36862,-64.38684,22882.789024353027,917,-1,1.0,0.0,0.0,0.535,0.488,7,10.43,25.71,1,,,,,,,J1243-6423,11.925368556224937
896,8.2,10,25,1,23,78,90,258,23063,318.8229,60424.611563911,300.088,193.36862,-64.38684,23023.279830932617,919,-1,1.0,0.0,0.0,0.501,0.494,29,10.41,25.62,1,,,,,,,J1243-6423,11.925368556224937
897,7.9,10,25,1,107,78,90,248,23147,319.9841,60424.611577351,300.088,193.36862,-64.38684,23107.279830932617,920,-1,1.0,0.0,0.0,0.506,0.439,13,10.38,25.23,1,,,,,,,J1243-6423,11.925368556224937
898,9.2,10,25,0,78,77,90,289,23118,319.5832,60424.611572711,296.241,193.36862,-64.38684,23078.789024353027,921,-1,1.0,0.0,0.0,0.555,0.506,13,10.15,25.38,1,,,,,,,J1243-6423,11.925368556224937
899,8.9,10,26,1,135,77,90,280,23175,320.3712,60424.611581831,296.241,193.36844,-64.38257,23135.789024353027,922,-1,1.0,0.0,0.0,0.512,0.218,21,10.48,25.95,1,,,,,,,J1243-6423,26.89473231328755
901,16.9,10,26,1,160,77,91,528,23456,324.2557,60424.611626791,296.241,193.36844,-64.38257,23416.789024353027,924,-1,1.0,0.0,0.0,0.858,0.426,102,10.24,25.76,1,,,,,,,J1243-6423,26.89473231328755
902,11.6,10,25,1,131,76,91,364,23427,323.8549,60424.611622151,292.394,193.36862,-64.38684,23388.298217773438,925,-1,1.0,0.0,0.0,0.799,0.493,56,10.38,25.39,1,,,,,,,J1243-6423,11.925368556224937
903,12.2,10,25,0,188,78,91,382,23484,324.6428,60424.611631271,300.088,193.36862,-64.38684,23444.279830932617,927,-1,1.0,0.0,0.0,0.65,0.392,33,10.21,25.18,1,,,,,,,J1243-6423,11.925368556224937
904,6.5,10,26,1,216,77,91,203,23512,325.0299,60424.611635751,296.241,193.36844,-64.38257,23472.789024353027,928,-1,1.0,0.0,0.0,0.548,0.0,5,10.4,26.0,1,,,,,,,J1243-6423,26.89473231328755
906,17.4,10,26,1,213,77,92,544,23765,328.5274,60424.611676231,296.241,193.36844,-64.38257,23725.789024353027,930,-1,1.0,0.0,0.0,0.877,0.431,95,10.22,25.24,1,,,,,,,J1243-6423,26.89473231328755
907,13.5,10,25,0,128,77,92,423,23680,327.3523,60424.611662631,296.241,193.36862,-64.38684,23640.789024353027,931,-1,1.0,0.0,0.0,0.815,0.503,45,10.29,25.56,1,,,,,,,J1243-6423,11.925368556224937
908,12.9,10,26,1,185,77,92,403,23737,328.1403,60424.611671751,296.241,193.36844,-64.38257,23697.789024353027,932,-1,1.0,0.0,0.0,0.692,0.446,38,10.18,25.74,1,,,,,,,J1243-6423,26.89473231328755
909,11.0,10,25,0,44,77,92,344,23596,326.1911,60424.611649191,296.241,193.36862,-64.38684,23556.789024353027,933,-1,1.0,0.0,0.0,0.719,0.516,16,10.12,25.5,1,,,,,,,J1243-6423,11.925368556224937
910,11.1,10,26,0,100,77,92,346,23652,326.9652,60424.611658151,296.241,193.36844,-64.38257,23612.789024353027,934,-1,1.0,0.0,0.0,0.864,0.497,14,10.14,25.64,1,,,,,,,J1243-6423,26.89473231328755
911,7.2,10,26,0,156,77,92,226,23708,327.7394,60424.611667111,296.241,193.36844,-64.38257,23668.789024353027,935,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,26.0,1,,,,,,,J1243-6423,26.89473231328755
917,17.6,10,25,1,126,77,93,551,23934,330.8636,60424.611703271,296.241,193.36862,-64.38684,23894.789024353027,941,-1,1.0,0.0,0.0,0.815,0.153,86,9.92,25.0,1,,,,,,,J1243-6423,11.925368556224937
918,12.7,10,26,1,182,77,93,398,23990,331.6378,60424.611712231,296.241,193.36844,-64.38257,23950.789024353027,942,-1,1.0,0.0,0.0,0.77,0.233,88,10.12,25.94,1,,,,,,,J1243-6423,26.89473231328755
919,12.6,10,26,1,238,77,93,393,24046,332.4119,60424.611721191,296.241,193.36844,-64.38257,24006.789024353027,943,-1,1.0,0.0,0.0,0.692,0.377,48,10.23,25.83,1,,,,,,,J1243-6423,26.89473231328755
920,11.5,10,25,1,13,77,93,360,23821,329.3015,60424.611685191,296.241,193.36862,-64.38684,23781.789024353027,944,-1,1.0,0.0,0.0,0.709,0.506,39,10.15,25.49,1,,,,,,,J1243-6423,11.925368556224937
921,12.3,10,25,0,153,77,93,386,23961,331.2369,60424.611707591,296.241,193.36862,-64.38684,23921.789024353027,945,-1,1.0,0.0,0.0,0.751,0.204,24,10.04,25.04,1,,,,,,,J1243-6423,11.925368556224937
922,11.3,10,26,0,69,77,93,355,23877,330.0757,60424.611694151,296.241,193.36844,-64.38257,23837.789024353027,946,-1,1.0,0.0,0.0,0.693,0.508,28,10.04,25.46,1,,,,,,,J1243-6423,26.89473231328755
923,10.3,10,25,0,97,77,93,322,23905,330.4627,60424.611698631,296.241,193.36862,-64.38684,23865.789024353027,947,-1,1.0,0.0,0.0,0.806,0.0,16,9.88,25.0,1,,,,,,,J1243-6423,11.925368556224937
924,6.7,10,25,1,210,77,93,210,24018,332.0248,60424.611716711,296.241,193.36862,-64.38684,23978.789024353027,948,-1,1.0,0.0,0.0,0.447,0.447,5,10.2,25.2,1,,,,,,,J1243-6423,11.925368556224937
931,6.2,62,130,5,2,254,93,195,23810,329.1494,60424.611683431,977.211,192.84093,-63.94135,23680.65464782715,955,-1,1.0,0.0,0.0,0.0,0.5,4,62.0,129.25,1,,,,,,,,
932,6.1,83,110,5,197,256,93,191,24005,331.8451,60424.611714631,984.905,192.63683,-64.02832,23874.636260986328,956,-1,1.0,0.0,0.0,0.0,0.0,3,83.0,110.0,1,,,,,,,,
933,19.7,10,25,0,122,77,94,618,24186,334.3473,60424.611743591,296.241,193.3686,-64.38684,24146.789024353027,957,-1,1.0,0.0,0.0,0.781,0.267,131,10.11,25.08,1,,,,,,,J1243-6423,11.916724287446758
934,11.4,10,25,1,235,77,94,356,24299,335.9094,60424.611761671,296.241,193.3686,-64.38684,24259.789024353027,959,-1,1.0,0.0,0.0,0.732,0.402,26,9.85,25.19,1,,,,,,,J1243-6423,11.916724287446758
935,11.6,10,25,0,66,77,94,364,24130,333.5731,60424.611734631,296.241,193.3686,-64.38684,24090.789024353027,960,-1,1.0,0.0,0.0,0.929,0.57,31,10.06,25.52,1,,,,,,,J1243-6423,11.916724287446758
936,8.8,10,25,0,150,77,94,274,24214,334.7343,60424.611748071,296.241,193.3686,-64.38684,24174.789024353027,961,-1,1.0,0.0,0.0,0.707,0.441,9,10.33,25.78,1,,,,,,,J1243-6423,11.916724287446758
937,7.4,11,26,0,38,77,94,231,24102,333.186,60424.611730151,296.241,193.35847,-64.38268,24062.789024353027,962,-1,1.0,0.0,0.0,0.548,0.548,6,10.5,25.5,1,,,,,,,J1243-6423,28.23579096704479
942,6.3,219,220,3,57,253,94,196,24121,333.4487,60424.611733191,973.363,191.31757,-63.55185,23992.163970947266,967,-1,1.0,0.0,0.0,0.0,0.0,5,219.0,220.0,1,,,,,,,,
943,17.9,10,25,0,119,77,95,561,24439,337.8447,60424.611784071,296.241,193.3686,-64.38684,24399.789024353027,968,-1,1.0,0.0,0.0,0.961,0.499,102,10.25,25.44,1,,,,,,,J1243-6423,11.916724287446758
944,12.2,10,25,1,232,77,95,381,24552,339.4069,60424.611802151,296.241,193.3686,-64.38684,24512.789024353027,969,-1,1.0,0.0,0.0,0.705,0.497,53,10.25,25.58,1,,,,,,,J1243-6423,11.916724287446758
945,13.9,10,26,0,7,78,95,436,24327,336.2964,60424.611766151,300.088,193.3684,-64.38257,24287.279830932617,970,-1,1.0,0.0,0.0,0.789,0.432,54,9.98,25.76,1,,,,,,,J1243-6423,26.882419420395493
946,12.7,10,26,0,175,77,95,397,24495,338.6189,60424.611793031,296.241,193.3684,-64.38257,24455.789024353027,971,-1,1.0,0.0,0.0,0.79,0.213,43,10.26,25.95,1,,,,,,,J1243-6423,26.882419420395493
947,11.1,10,25,1,204,77,95,346,24524,339.0198,60424.611797671,296.241,193.3686,-64.38684,24484.789024353027,972,-1,1.0,0.0,0.0,0.759,0.407,30,10.1,25.2,1,,,,,,,J1243-6423,11.916724287446758
948,7.6,10,26,1,91,76,95,238,24411,337.4577,60424.611779591,292.394,193.3684,-64.38257,24372.298217773438,973,-1,1.0,0.0,0.0,0.786,0.505,11,10.27,25.64,1,,,,,,,J1243-6423,26.882419420395493
955,17.9,10,26,0,172,77,96,562,24748,342.1164,60424.611833511,296.241,193.3684,-64.38257,24708.789024353027,981,-1,1.0,0.0,0.0,0.877,0.23,90,10.49,25.94,1,,,,,,,J1243-6423,26.882419420395493
956,18.3,10,25,0,144,77,96,572,24720,341.7293,60424.611829031,296.241,193.3686,-64.38684,24680.789024353027,982,-1,1.0,0.0,0.0,0.909,0.503,83,10.25,25.51,1,,,,,,,J1243-6423,11.916724287446758
958,18.7,10,26,1,229,77,96,585,24805,342.9043,60424.611842631,296.241,193.3684,-64.38257,24765.789024353027,984,-1,1.0,0.0,0.0,0.928,0.439,109,10.46,25.74,1,,,,,,,J1243-6423,26.882419420395493
959,12.1,10,26,1,4,77,96,379,24580,339.7939,60424.611806631,296.241,193.3684,-64.38257,24540.789024353027,985,-1,1.0,0.0,0.0,0.802,0.49,45,10.24,25.62,1,,,,,,,J1243-6423,26.882419420395493
961,11.0,10,25,0,88,78,96,343,24664,340.9551,60424.611820071,300.088,193.3686,-64.38684,24624.279830932617,987,-1,1.0,0.0,0.0,0.793,0.262,28,10.46,25.07,1,,,,,,,J1243-6423,11.916724287446758
962,12.0,10,25,0,116,77,96,377,24692,341.3422,60424.611824551,296.241,193.3686,-64.38684,24652.789024353027,988,-1,1.0,0.0,0.0,0.759,0.49,35,10.2,25.37,1,,,,,,,J1243-6423,11.916724287446758
963,6.8,10,26,1,32,77,96,213,24608,340.181,60424.611811111,296.241,193.3684,-64.38257,24568.789024353027,989,-1,1.0,0.0,0.0,0.516,0.0,6,10.33,26.0,1,,,,,,,J1243-6423,26.882419420395493
970,6.3,48,128,5,28,257,96,196,24604,340.1257,60424.611810471,988.753,192.9781,-63.94902,24473.126922607422,996,-1,1.0,0.0,0.0,0.0,0.0,4,48.0,128.0,1,,,,,,,,
972,14.8,10,26,1,225,76,97,464,25057,346.388,60424.611882951,292.394,193.3684,-64.38257,25018.298217773438,998,-1,1.0,0.0,0.0,0.749,0.293,75,10.29,25.91,1,,,,,,,J1243-6423,26.882419420395493
973,16.7,10,26,1,29,77,97,522,24861,343.6785,60424.611851591,296.241,193.3684,-64.38257,24821.789024353027,999,-1,1.0,0.0,0.0,0.885,0.478,76,10.26,25.66,1,,,,,,,J1243-6423,26.882419420395493
974,15.1,10,26,0,141,77,97,473,24973,345.2267,60424.611869511,296.241,193.3684,-64.38257,24933.789024353027,1000,-1,1.0,0.0,0.0,0.827,0.439,59,10.27,25.75,1,,,,,,,J1243-6423,26.882419420395493
975,10.3,10,26,0,85,77,97,324,24917,344.4526,60424.611860551,296.241,193.3684,-64.38257,24877.789024353027,1001,-1,1.0,0.0,0.0,0.686,0.506,29,10.45,25.45,1,,,,,,,J1243-6423,26.882419420395493
976,10.4,10,26,1,254,77,97,326,25086,346.7889,60424.611887591,296.241,193.3684,-64.38257,25046.789024353027,1002,-1,1.0,0.0,0.0,0.572,0.362,27,10.41,25.85,1,,,,,,,J1243-6423,26.882419420395493
977,10.6,10,25,0,57,78,97,332,24889,344.0656,60424.611856071,300.088,193.3686,-64.38684,24849.279830932617,1003,-1,1.0,0.0,0.0,0.761,0.452,19,10.37,25.26,1,,,,,,,J1243-6423,11.916724287446758
978,8.8,10,25,0,197,77,97,276,25029,346.0009,60424.611878471,296.241,193.3686,-64.38684,24989.789024353027,1004,-1,1.0,0.0,0.0,0.527,0.333,9,10.44,25.11,1,,,,,,,J1243-6423,11.916724287446758
981,6.1,31,166,5,245,233,97,191,25077,346.6645,60424.611886151,896.418,193.13896,-63.78422,24958.34854888916,1007,-1,1.0,0.0,0.0,0.5,0.0,4,30.75,166.0,1,,,,,,,,
987,17.3,10,26,0,138,77,98,542,25226,348.7242,60424.611909991,296.241,193.3684,-64.38257,25186.789024353027,1013,-1,1.0,0.0,0.0,0.809,0.151,130,10.5,25.98,1,,,,,,,J1243-6423,26.882419420395493
988,19.7,10,25,0,194,77,98,616,25282,349.4984,60424.611918951,296.241,193.3686,-64.38684,25242.789024353027,1014,-1,1.0,0.0,0.0,0.857,0.501,117,10.52,25.47,1,,,,,,,J1243-6423,11.916724287446758
989,15.5,10,26,0,250,77,98,486,25338,350.2725,60424.611927911,296.241,193.3684,-64.38257,25298.789024353027,1015,-1,1.0,0.0,0.0,0.79,0.318,71,10.52,25.89,1,,,,,,,J1243-6423,26.882419420395493
991,9.1,10,25,0,110,77,98,285,25198,348.3372,60424.611905511,296.241,193.3686,-64.38684,25158.789024353027,1017,-1,1.0,0.0,0.0,0.655,0.5,16,10.19,25.38,1,,,,,,,J1243-6423,11.916724287446758
992,7.5,10,25,0,166,77,98,234,25254,349.1113,60424.611914471,296.241,193.3686,-64.38684,25214.789024353027,1018,-1,1.0,0.0,0.0,0.548,0.408,6,10.5,25.17,1,,,,,,,J1243-6423,11.916724287446758
998,6.2,181,70,6,131,256,98,193,25219,348.6274,60424.611908871,984.905,191.6721,-64.19945,25088.636260986328,1024,-1,1.0,0.0,0.0,0.0,0.0,4,181.0,70.0,1,,,,,,,,
1001,16.3,10,26,1,23,77,99,509,25367,350.6734,60424.611932551,296.241,193.3684,-64.38257,25327.789024353027,1027,-1,1.0,0.0,0.0,0.913,0.448,95,10.26,25.73,1,,,,,,,J1243-6423,26.882419420395493
1002,12.4,10,25,1,51,77,99,388,25395,351.0605,60424.611937031,296.241,193.3686,-64.38684,25355.789024353027,1028,-1,1.0,0.0,0.0,0.72,0.504,56,10.25,25.52,1,,,,,,,J1243-6423,11.916724287446758
1003,10.1,10,26,0,191,78,99,316,25535,352.9958,60424.611959431,300.088,193.3684,-64.38257,25495.279830932617,1029,-1,1.0,0.0,0.0,0.693,0.196,51,10.2,25.96,1,,,,,,,J1243-6423,26.882419420395493
1004,11.6,11,26,0,219,78,99,362,25563,353.3829,60424.611963911,300.088,193.35847,-64.38268,25523.279830932617,1030,-1,1.0,0.0,0.0,0.791,0.255,44,10.55,25.93,1,,,,,,,J1243-6423,28.23579096704479
1005,9.8,10,26,1,79,77,99,308,25423,351.4475,60424.611941511,296.241,193.3684,-64.38257,25383.789024353027,1031,-1,1.0,0.0,0.0,0.732,0.383,18,10.22,25.83,1,,,,,,,J1243-6423,26.882419420395493
1008,10.0,10,25,1,20,77,100,312,25620,354.1709,60424.611973031,296.241,193.3686,-64.38684,25580.789024353027,1035,-1,1.0,0.0,0.0,0.686,0.503,20,10.05,25.4,1,,,,,,,J1243-6423,11.916724287446758
1009,10.9,10,25,1,76,77,100,341,25676,354.945,60424.611981991,296.241,193.3686,-64.38684,25636.789024353027,1036,-1,1.0,0.0,0.0,0.663,0.494,53,10.42,25.6,1,,,,,,,J1243-6423,11.916724287446758
1010,8.8,10,26,0,188,78,100,276,25788,356.4933,60424.611999911,300.088,193.3684,-64.38257,25748.279830932617,1037,-1,1.0,0.0,0.0,0.788,0.41,20,10.1,25.8,1,,,,,,,J1243-6423,26.882419420395493
1011,8.5,10,25,0,216,77,100,267,25816,356.8804,60424.612004391,296.241,193.3686,-64.38684,25776.789024353027,1038,-1,1.0,0.0,0.0,0.422,0.483,10,10.2,25.7,1,,,,,,,J1243-6423,11.916724287446758
1012,11.3,10,25,1,45,77,101,353,25901,358.0554,60424.612017991,296.241,193.3686,-64.38684,25861.789024353027,1039,-1,1.0,0.0,0.0,0.67,0.439,40,10.25,25.75,1,,,,,,,J1243-6423,11.916724287446758
1013,12.3,10,26,0,213,77,101,386,26069,360.3779,60424.612044871,296.241,193.3684,-64.38257,26029.789024353027,1040,-1,1.0,0.0,0.0,0.794,0.498,46,10.24,25.59,1,,,,,,,J1243-6423,26.882419420395493
1014,9.4,10,25,0,185,78,101,293,26041,359.9908,60424.612040391,300.088,193.3686,-64.38684,26001.279830932617,1041,-1,1.0,0.0,0.0,0.657,0.366,20,10.3,25.15,1,,,,,,,J1243-6423,11.916724287446758
1015,9.3,11,26,0,98,78,102,290,26210,362.327,60424.612067431,300.088,193.35847,-64.38268,26170.279830932617,1042,-1,1.0,0.0,0.0,0.512,0.0,21,10.52,26.0,1,,,,,,,J1243-6423,28.23579096704479
1016,12.9,10,25,1,39,78,103,404,26407,365.0504,60424.612098951,300.088,193.3686,-64.38684,26367.279830932617,1043,-1,1.0,0.0,0.0,0.924,0.253,74,10.46,25.07,1,,,,,,,J1243-6423,11.916724287446758
1017,7.0,10,25,0,207,78,103,218,26575,367.3728,60424.612125831,300.088,193.3686,-64.38684,26535.279830932617,1044,-1,1.0,0.0,0.0,0.378,0.0,7,10.14,25.0,1,,,,,,,J1243-6423,11.916724287446758
1018,9.6,10,25,0,235,77,103,301,26603,367.7599,60424.612130311,296.241,193.3686,-64.38684,26563.789024353027,1045,-1,1.0,0.0,0.0,0.498,0.0,21,10.38,25.0,1,,,,,,,J1243-6423,11.916724287446758
1019,8.4,10,25,0,171,73,105,262,27051,373.953,60424.612201991,280.852,193.3686,-64.38684,27013.825942993164,1046,-1,1.0,0.0,0.0,0.511,0.511,18,10.44,25.56,1,,,,,,,J1243-6423,11.916724287446758
1020,8.4,10,25,0,226,77,106,262,27362,378.2523,60424.612251751,296.241,193.36856,-64.38684,27322.789024353027,1047,-1,1.0,0.0,0.0,0.519,0.469,14,10.5,25.29,1,,,,,,,J1243-6423,11.891038280765638
1021,8.9,10,25,1,23,77,108,278,27671,382.5239,60424.612301191,296.241,193.36856,-64.38684,27631.789024353027,1048,-1,1.0,0.0,0.0,0.506,0.396,27,10.44,25.19,1,,,,,,,J1243-6423,11.891038280765638
1022,7.1,10,26,0,104,77,109,223,28008,387.1826,60424.612355111,296.241,193.36838,-64.38257,27968.789024353027,1049,-1,1.0,0.0,0.0,0.548,0.447,5,10.4,25.8,1,,,,,,,J1243-6423,26.878355830504788
1023,11.0,10,26,0,129,77,110,344,28289,391.0671,60424.612400071,296.241,193.36838,-64.38257,28249.789024353027,1050,-1,1.0,0.0,0.0,0.785,0.357,48,10.35,25.85,1,,,,,,,J1243-6423,26.878355830504788
1024,9.3,10,26,0,156,76,110,291,28316,391.4404,60424.612404391,292.394,193.36838,-64.38257,28277.298217773438,1051,-1,1.0,0.0,0.0,0.509,0.464,24,10.46,25.71,1,,,,,,,J1243-6423,26.878355830504788
1025,6.9,11,26,1,239,77,111,215,28655,396.1267,60424.612458631,296.241,193.35844,-64.38268,28615.789024353027,1052,-1,1.0,0.0,0.0,0.516,0.0,6,10.67,26.0,1,,,,,,,J1243-6423,28.254059158000043
1026,7.7,11,26,1,236,78,112,241,28908,399.6242,60424.612499111,300.088,193.35844,-64.38268,28868.279830932617,1053,-1,1.0,0.0,0.0,0.516,0.479,16,10.5,25.69,1,,,,,,,J1243-6423,28.254059158000043
1027,10.3,10,25,1,89,77,114,322,29273,404.67,60424.612557511,296.241,193.36856,-64.38684,29233.789024353027,1054,-1,1.0,0.0,0.0,0.722,0.5,47,10.15,25.43,1,,,,,,,J1243-6423,11.891038280765638
1028,7.1,10,25,0,142,78,115,221,29582,408.9416,60424.612606951,300.088,193.36856,-64.38684,29542.279830932617,1055,-1,1.0,0.0,0.0,0.516,0.0,6,10.33,25.0,1,,,,,,,J1243-6423,11.891038280765638
1030,10.6,10,25,0,20,78,118,333,30228,417.8719,60424.612710311,300.088,193.36855,-64.38684,30188.279830932617,1057,-1,1.0,0.0,0.0,0.747,0.478,36,10.11,25.33,1,,,,,,,J1243-6423,11.882558841451441
1031,10.7,10,25,0,48,77,118,335,30256,418.2589,60424.612714791,296.241,193.36855,-64.38684,30216.789024353027,1058,-1,1.0,0.0,0.0,0.674,0.507,23,10.0,25.43,1,,,,,,,J1243-6423,11.882558841451441
1032,12.0,10,25,0,214,78,119,377,30678,424.0927,60424.612782311,300.088,193.36855,-64.38684,30638.279830932617,1059,-1,1.0,0.0,0.0,0.827,0.14,51,10.27,25.02,1,,,,,,,J1243-6423,11.882558841451441
1033,7.5,10,26,0,184,73,119,234,30648,423.6779,60424.612777511,280.852,193.36835,-64.38257,30610.825942993164,1060,-1,1.0,0.0,0.0,0.51,0.477,22,10.45,25.32,1,,,,,,,J1243-6423,26.87028976778055
1034,7.1,10,26,1,242,77,119,223,30706,424.4797,60424.612786791,296.241,193.36835,-64.38257,30666.789024353027,1061,-1,1.0,0.0,0.0,0.447,0.0,5,10.2,26.0,1,,,,,,,J1243-6423,26.87028976778055
1035,9.0,10,26,0,239,78,120,281,30959,427.9772,60424.612827271,300.088,193.36835,-64.38257,30919.279830932617,1062,-1,1.0,0.0,0.0,0.51,0.0,22,10.45,26.0,1,,,,,,,J1243-6423,26.87028976778055
1036,6.5,10,25,1,202,77,123,204,31690,438.0826,60424.612944231,296.241,193.36855,-64.38684,31650.789024353027,1063,-1,1.0,0.0,0.0,0.447,0.447,5,10.2,25.2,1,,,,,,,J1243-6423,11.882558841451441
1039,10.7,10,25,0,220,77,126,335,32476,448.9482,60424.613069991,296.241,193.36855,-64.38684,32436.789024353027,1066,-1,1.0,0.0,0.0,0.771,0.315,55,10.33,25.11,1,,,,,,,J1243-6423,11.882558841451441
1040,9.8,10,25,0,214,77,128,306,32982,455.9432,60424.613150951,296.241,193.36855,-64.38684,32942.78902435303,1067,-1,1.0,0.0,0.0,0.728,0.422,23,10.43,25.22,1,,,,,,,J1243-6423,11.882558841451441
1041,16.0,10,25,0,11,77,130,502,33291,460.2148,60424.613200391,296.241,193.3685,-64.38684,33251.78902435303,1068,-1,1.0,0.0,0.0,0.885,0.502,94,10.23,25.47,1,,,,,,,J1243-6423,11.857369452233751
1042,7.1,10,25,0,37,74,130,223,33317,460.5742,60424.613204551,284.699,193.3685,-64.38684,33279.316749572754,1069,-1,1.0,0.0,0.0,0.447,0.447,5,10.2,25.2,1,,,,,,,J1243-6423,11.857369452233751
1043,7.3,11,26,0,33,77,132,228,33825,467.5968,60424.613285831,296.241,193.35838,-64.38268,33785.78902435303,1070,-1,1.0,0.0,0.0,0.519,0.439,13,10.46,25.77,1,,,,,,,J1243-6423,28.290799347940528
1044,10.1,10,25,0,61,77,132,316,33853,467.9839,60424.613290311,296.241,193.3685,-64.38684,33813.78902435303,1071,-1,1.0,0.0,0.0,0.631,0.456,22,10.27,25.27,1,,,,,,,J1243-6423,11.857369452233751
1045,6.1,10,25,1,114,75,133,192,34162,472.2555,60424.613339751,288.546,193.3685,-64.38684,34123.80755233765,1072,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,25.0,1,,,,,,,J1243-6423,11.857369452233751
1046,6.1,10,25,1,136,75,135,191,34696,479.6375,60424.613425191,288.546,193.3685,-64.38684,34657.80755233765,1073,-1,1.0,0.0,0.0,0.0,0.0,3,10.0,25.0,1,,,,,,,J1243-6423,11.857369452233751
1047,7.2,10,25,1,218,78,136,225,35034,484.31,60424.613479271,300.088,193.3685,-64.38684,34994.27983093262,1074,-1,1.0,0.0,0.0,0.378,0.0,7,9.86,25.0,1,,,,,,,J1243-6423,11.857369452233751
1048,7.2,10,25,0,10,73,139,224,35594,492.0515,60424.613568871,280.852,193.3685,-64.38684,35556.825942993164,1075,-1,1.0,0.0,0.0,0.599,0.48,13,10.23,25.31,1,,,,,,,J1243-6423,11.857369452233751
1049,8.6,10,25,1,40,77,139,270,35624,492.4662,60424.613573671,296.241,193.3685,-64.38684,35584.78902435303,1076,-1,1.0,0.0,0.0,0.602,0.0,16,10.31,25.0,1,,,,,,,J1243-6423,11.857369452233751
1050,10.1,10,26,0,171,77,142,317,36523,504.894,60424.613717511,296.241,193.36829,-64.38257,36483.78902435303,1077,-1,1.0,0.0,0.0,0.759,0.476,25,10.08,25.32,1,,,,,,,J1243-6423,26.85440236666818
